repo_fullname,commits_avg_added,commits_avg_files_changed,commits_avg_message_length,commits_avg_per_day_real,commits_avg_removed,commits_count,commits_days_since_first,commits_days_since_last,commits_max_per_day,commits_total_lines_added,commits_total_lines_removed,contributors_count,contributors_top_avg_additions,contributors_top_avg_commits,contributors_top_avg_deletions,contributors_top_avg_participation_week,forks_avg_max_per_day,forks_count,issues_avg_body_length,issues_avg_comment_length,issues_avg_comments,issues_avg_labels,issues_avg_per_day,issues_avg_per_day_real,issues_avg_title_length,issues_count,issues_labels,issues_max_per_day,issues_open,issues_total_comments,pulls_avg_body_length,pulls_avg_comments,pulls_avg_Commits,pulls_avg_created_per_day_real,pulls_avg_files_changed,pulls_avg_labels,pulls_avg_lines_added,pulls_avg_lines_removed,pulls_avg_review_comments,pulls_avg_title_length,pulls_count,pulls_max_created_per_day,pulls_total_lines_added,pulls_total_lines_removed,releases_avg_assets,releases_avg_assets_downloads,releases_avg_assets_size,releases_avg_body_length,releases_avg_title_length,releases_count,releases_tags,releases_total_downloads,repo_age_days,repo_branches,repo_deployments,repo_languages,repo_milestones,repo_network_members,repo_readme_length,repo_size,repo_topics,repo_watchers,repo_workflows,stars_avg_per_day_real,stars_count,stars_max_per_day,wf_avg_duration,wf_avg_fails_per_day,wf_avg_failure_duration,wf_avg_success_duration,wf_avg_successes_per_day_real,wf_count,labels
jreinke/magento-elasticsearch,1,1,62,1,1,1,2565,2565,1,1,1,3,672,9,164,4,3,61,0,201,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3571,1,0,1,0,66,0,456,0,145,0,1,145,30,0,0,0,0,0,0,1
JackCho/SmartImageView,157,8,32,2,0,4,2819,2377,3,629,0,1,1,2,0,1,2,98,36,20,1,0,0,1,19,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2819,1,0,1,0,99,0,801,0,142,0,1,142,3,0,0,0,0,0,0,1
gitchennan/elasticsearch-analysis-lc-pinyin,4,2,22,1,2,1,1810,1810,1,4,2,1,154,18,112,5,2,51,0,69,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1966,6,0,1,0,52,0,271,0,141,0,1,141,3,0,0,0,0,0,0,1
wenkesj/holdem,4,1,234,1,0,1,1207,1207,1,4,0,2,186,2,0,1,2,43,0,227,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1545,1,0,1,0,67,0,30,3,144,0,1,144,2,0,0,0,0,0,0,0
cbrueffer/pep8-git-hook,9,1,85,1,3,17,3403,803,3,159,54,4,10,3,3,2,1,52,273,78,1,0,0,1,27,7,0,1,2,9,96,0,10,1,3,0,36,70,0,57,1,1,36,70,0,0,0,0,0,0,0,0,3403,1,0,1,0,55,1591,9,4,148,0,1,148,3,0,0,0,0,0,0,1
llSourcell/How-to-Learn-from-Little-Data,1,1,58,1,1,1,1768,1768,1,1,1,3,126,2,3,1,6,71,0,98,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1791,1,0,1,0,74,0,17,0,146,0,1,146,25,0,0,0,0,0,0,0
tobilg/facebook-events-by-location-core,1,1,8,1,1,1,1350,1350,1,1,1,6,93,12,14,3,2,55,375,261,6,0,0,1,34,35,0,2,3,220,75,2,3,1,3,0,10,3,0,25,1,1,10,3,0,0,0,0,0,0,0,0,2055,1,0,1,0,57,8390,124,4,141,0,1,141,3,0,0,0,0,0,0,1
blockchainsllc/smart-contract,242,2,62,5,236,244,2471,2135,19,59093,57689,7,167,26,164,5,2,58,340,193,0,0,0,2,34,56,5,7,2,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2471,2,0,0,0,63,180,437,0,149,0,1,149,8,0,0,0,0,0,0,0
techsneeze/dmarcts-report-parser,36,1,100,2,19,186,2222,75,20,6726,3584,17,54,7,38,2,2,55,591,1260,2,0,0,1,41,105,2,4,7,225,0,0,1,1,1,0,7,2,0,43,1,1,7,2,0,0,0,0,0,0,0,0,2222,3,0,1,0,55,6349,325,0,149,0,1,149,3,0,0,0,0,0,0,1
jasonrollins/shareplum,1,1,98,1,1,1,59,59,1,1,1,14,45,5,6,2,3,77,0,447,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,3,3,0,2169,4,0,1,0,78,0,181,1,143,0,0,0,0,0,0,0,0,0,0,1
HariSekhon/HAProxy-configs,15,2,24,5,4,747,1393,8,59,11321,2988,1,14,724,4,84,2,54,176,293,1,0,0,1,28,3,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1393,1,0,2,0,57,18939,573,20,145,34,1,145,4,1.09413519,1,0.30199258,0.79214261,17,214,0
fsprojects/Paket.VisualStudio,45,3,38,4,20,624,2730,1497,23,28185,12499,28,34,19,18,4,2,51,409,205,3,0,0,1,44,179,27,12,59,585,217,0,5,1,4,0,111,29,0,42,5,2,557,147,1,8,2536698,63,5,157,157,1407,2730,10,1,3,0,52,1685,1483,4,145,0,1,145,5,0,0,0,0,0,0,1
jawspeak/ruby-docx-templater,156,5,62,1,6,1,1794,1794,1,156,6,4,17,8,13,3,2,41,0,182,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3764,2,0,1,0,51,0,281,0,141,0,1,141,19,0,0,0,0,0,0,1
lintangtimur/ovoid,5,1,74,1,1,1,154,154,1,5,1,5,124,14,3,6,3,88,0,206,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,6,16,16,0,1207,1,0,1,0,88,0,118,5,143,0,0,0,0,0,0,0,0,0,0,0
commanderx16/x16-docs,34,1,44,2,12,132,941,0,8,4489,1563,0,0,0,0,0,2,53,355,225,1,0,0,1,39,75,0,4,28,120,128,3,2,1,1,0,86,41,1,29,3,1,259,124,0,0,0,0,0,0,0,0,941,4,0,0,0,54,214,1665,0,147,0,1,147,11,0,0,0,0,0,0,0
uwolfer/gerrit-rest-java-client,100,5,81,2,42,687,3225,59,18,69013,29015,30,92,19,49,5,1,84,490,267,3,0,0,1,41,152,32,3,9,483,222,2,1,1,4,0,79,5,0,50,2,1,159,10,0,0,0,0,0,8,8,0,2866,4,0,2,0,84,5783,1828,5,147,0,1,147,2,0,0,0,0,0,0,0
debug-null/vue-simple-upload,1292,4,16,2,49,13,631,27,3,16800,638,1,1678,10,63,6,2,67,3006,72,1,0,0,1,40,11,5,1,9,12,5600,0,1,1,2,0,1916,16,0,42,5,1,9581,80,0,0,0,0,0,0,0,0,631,5,0,3,0,67,2171,977,0,148,0,1,148,6,0,0,0,0,0,0,1
liuyuisanai/Focal-Loss,165,2,19,3,1,13,1692,1688,5,2145,12,0,0,0,0,0,5,53,269,179,2,0,0,1,37,17,0,3,8,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1692,1,0,3,0,53,909,28,0,142,0,1,142,10,0,0,0,0,0,0,0
machine-learning-colombia/links,3,1,37,2,1,39,2005,1233,4,122,34,8,3,3,1,1,1,59,48,207,0,0,0,1,28,16,0,1,5,7,0,0,2,1,1,0,6,2,0,16,1,1,6,2,0,0,0,0,0,0,0,0,2005,1,0,0,0,60,2942,17,0,148,0,1,148,3,0,0,0,0,0,0,1
blundell/release-android-library,6,1,66,1,0,1,1374,1374,1,6,0,6,19,3,1,1,1,48,0,142,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2791,1,0,0,0,52,0,17,0,146,0,1,146,4,0,0,0,0,0,0,1
oznu/docker-unms,54,4,36,2,40,35,1603,1135,8,1898,1390,2,56,16,39,8,4,44,694,370,3,0,0,1,30,54,1,2,1,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,6,13,13,0,1603,1,0,2,0,63,3062,52,8,148,0,1,148,3,0,0,0,0,0,0,1
uuazed/numerapi,3,2,140,1,15,1,2,2,1,3,15,28,20,20,11,4,2,45,0,667,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1563,3,0,1,0,55,0,1295,0,144,0,1,144,3,0,0,0,0,0,0,1
aqfaridi/pump_and_dump_bot,0,0,0,0,0,0,0,0,0,0,0,1,188,4,7,4,3,79,0,199,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1719,1,0,1,0,80,0,11,0,145,0,1,145,4,0,0,0,0,0,0,0
anteo/redmine_custom_workflows,56,5,38,2,23,143,3500,3,9,8062,3283,9,60,13,25,6,1,57,649,280,2,0,0,1,39,255,164,2,33,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,6,17,17,0,2520,2,0,5,1,58,5576,335,0,145,0,1,145,2,0,0,0,0,0,0,1
anunez/one-dark-iterm,77,1,18,3,4,3,2468,2468,3,230,12,1,76,3,4,1,2,52,646,374,1,0,0,1,19,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2468,2,0,0,0,54,258,328,0,147,0,1,147,3,0,0,0,0,0,0,1
mykola-mokhnach/Appium-iOS-Inspector,1,1,39,1,1,1,1057,1057,1,1,1,3,8,2,3,1,2,59,0,877,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2101,1,0,3,0,60,0,1513,0,141,0,1,100,4,0,0,0,0,0,0,1
funningboy/uvm_axi,2912,27,19,1,0,2,3206,3204,1,5824,0,0,0,0,0,0,2,88,143,326,0,0,0,1,26,4,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3206,1,0,3,0,90,3632,141,0,145,0,1,145,2,0,0,0,0,0,0,1
binxio/cfn-certificate-provider,52,3,47,2,10,52,1275,328,12,2723,520,7,62,5,9,2,2,57,610,366,2,0,0,1,38,37,1,2,2,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1275,1,0,3,0,62,3130,67,0,148,0,1,148,3,0,0,0,0,0,0,1
c0redumb/yahoo_quote_download,2,2,20,1,1,1,750,750,1,2,1,4,44,4,14,3,2,61,0,278,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1776,1,0,1,0,62,0,25,0,146,0,1,146,2,0,0,0,0,0,0,0
algorand/go-algorand-sdk,349,6,88,2,671,273,974,3,7,95192,183314,36,575,9,468,4,0,0,0,268,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,12,27,27,0,1152,12,0,5,0,65,34798,1840,0,143,0,0,0,0,0,0,0,0,0,0,1
ppelleti/https-example,267,5,49,2,6,5,3352,1225,2,1335,30,2,58,1,25,1,2,73,312,522,1,0,0,1,43,4,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3352,1,0,4,0,73,3565,20,0,149,0,1,149,2,0,0,0,0,0,0,0
codeafrica/github-africa,1773,5,33,4,1541,32,3369,2646,13,56725,49318,2,3060,14,2897,3,4,97,84,239,2,0,0,1,17,9,0,1,7,26,62,0,1,1,1,0,7,2,0,16,2,1,15,5,0,0,0,0,0,0,0,0,3369,2,0,1,0,98,1694,768,0,149,0,1,149,7,0,0,0,0,0,0,1
cesarcastrocuba/nlayerappv3,7,1,66,1,7,1,1317,1317,1,7,7,1,1359,19,386,10,3,55,0,82,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756,1,0,1,0,55,0,205,11,147,0,1,147,6,0,0,0,0,0,0,0
sergeyt/meteor-typeahead,36,2,39,3,11,290,3026,1403,15,10303,3313,29,39,8,12,2,2,79,549,222,2,0,0,1,39,163,5,3,38,465,110,0,2,1,1,0,12,1,3,35,1,1,12,1,0,0,0,0,0,0,0,0,3026,1,0,2,0,82,6287,300,0,149,0,1,149,3,0,0,0,0,0,0,0
olikraus/U8glib_Arduino,11455,17,14,2,79,11,2455,2186,4,126002,869,1,11454,11,79,2,2,74,541,392,3,0,0,1,34,29,1,2,18,88,103,2,2,1,3,0,173,3,0,41,1,1,173,3,0,0,0,94,5,3,3,0,2455,1,0,2,0,74,1722,1348,0,144,0,1,144,2,0,0,0,0,0,0,1
phonegapX/alphahunter,5,3,12,1,3,1,584,584,1,5,3,2,480,30,131,13,3,69,0,45,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,4,0,3,0,72,0,1087,14,145,0,1,145,3,0,0,0,0,0,0,1
go-cqhttp/node,71,4,13,1,9,40,396,9,4,2830,351,1,74,40,12,19,6,51,160,61,1,0,0,1,16,19,1,2,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1596,1,6,1,0,52,2379,1928,5,144,0,1,144,10,0,0,0,0,0,0,0
nuxt/todomvc,186,1,40,2,4,34,1907,522,11,6318,132,6,252,4,4,1,2,70,7970,232,0,0,0,1,44,31,2,8,11,20,22318,0,1,1,2,0,177,98,0,55,7,4,1242,691,0,0,0,0,0,0,0,0,1907,8,0,2,0,70,809,96,5,143,0,1,143,2,0,0,0,0,0,0,0
hkalbertl/jquery.appendGrid,786,5,71,2,585,158,3278,37,7,124159,92353,5,1041,18,935,7,1,75,717,769,3,1,0,1,39,142,144,3,3,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3278,3,0,2,0,77,1819,2070,0,144,0,1,144,5,0,0,0,0,0,0,0
sythoos/jRecorder,726,13,28,3,2,5,3761,3760,4,3631,8,1,726,5,1,1,2,67,315,313,1,0,0,1,33,17,0,2,15,25,102,0,1,1,5,0,457,4,0,39,2,1,915,9,0,0,0,0,0,0,0,0,3761,1,0,0,0,74,353,294,0,142,0,1,142,42,0,0,0,0,0,0,1
shkrwnd/Deep-Reinforcement-Learning-for-Dynamic-Spectrum-Access,101,2,24,7,2,26,1418,970,12,2616,42,2,53,7,1,1,2,75,402,0,0,0,0,1,39,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418,1,0,2,0,81,1166,957,6,148,0,1,148,2,0,0,0,0,0,0,0
disqus/python-phabricator,52,2,65,2,45,83,3738,401,8,4282,3720,18,12,1,45,1,2,63,361,163,1,0,0,1,45,67,0,4,9,124,186,2,1,1,1,0,27,5,0,35,4,1,110,22,0,0,0,141,5,3,3,0,3738,1,0,2,0,66,1080,85,0,149,0,1,149,12,0,0,0,0,0,0,0
agiliq/django-blogango,62,3,49,3,24,407,4521,1446,13,25331,9829,13,97,26,67,6,1,62,150,152,1,0,0,1,29,70,11,7,9,81,25,1,2,1,3,0,28,19,0,43,4,1,113,78,0,0,0,0,0,0,0,0,4521,6,0,4,0,63,1880,1092,0,148,0,1,148,18,0,0,0,0,0,0,0
webpack-contrib/mocha-loader,4,1,16,1,0,1,465,465,1,4,0,27,509,3,340,2,1,52,0,150,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,6,19,19,0,3426,3,0,1,0,55,0,1897,2,146,0,0,0,0,0,0,0,0,0,0,0
hpcugent/logstash-patterns,19,2,42,4,6,246,3475,435,30,4737,1542,9,13,21,5,5,2,67,448,212,1,0,0,1,31,48,0,4,4,77,0,7,4,1,5,0,43,19,0,31,1,1,43,19,0,0,0,0,0,0,0,0,3259,1,0,2,0,69,1070,185,0,147,0,1,147,3,0,0,0,0,0,0,1
ahmontero/bootstrap-calendar,455,1,61,2,5,37,3663,2766,6,16836,173,9,620,3,4,1,2,48,169,155,0,0,0,1,30,18,0,2,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3663,2,0,2,0,51,1874,382,0,143,0,1,143,60,0,0,0,0,0,0,1
markruys/arduino-Max72xxPanel,2,1,64,1,1,1,1343,1343,1,2,1,2,50,10,18,3,1,74,0,247,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3248,2,0,1,0,76,0,204,0,141,0,1,141,2,0,0,0,0,0,0,0
Newcore-mobile/DynamicFlutter,3188,46,17,2,122,2,709,709,2,6376,244,0,0,0,0,0,3,52,943,10,0,0,0,1,27,8,0,1,8,1,10,0,1,1,1,0,1,1,0,40,1,1,1,1,0,0,0,0,0,0,0,0,709,1,0,5,0,54,521,87,0,148,0,1,148,4,0,0,0,0,0,0,1
react-dnd/react-dnd-html5-backend,3,1,21,1,1,1,1879,1879,1,3,1,4,172,7,29,2,2,82,0,249,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,5,8,8,0,2361,2,0,1,0,94,0,87,0,141,0,0,0,0,0,0,0,0,0,0,1
aws-samples/mturk-code-samples,2,1,64,1,2,1,364,364,1,2,2,4,32,2,2,1,2,53,0,342,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1887,1,0,4,0,53,0,33,0,145,0,1,145,2,0,0,0,0,0,0,1
aaxwaz/Multivariate-Time-Series-forecast-using-seq2seq-in-TensorFlow,297,1,32,3,83,16,1646,1604,4,4746,1321,1,4,6,1,3,5,80,1564,638,1,0,0,1,29,13,0,1,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646,1,0,2,0,85,563,980,0,149,0,1,148,5,0,0,0,0,0,0,0
xaoxuu/hexo-theme-stellar,63,5,13,3,25,231,406,3,11,14459,5704,6,67,38,30,6,2,69,717,329,4,0,0,1,20,64,25,4,13,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,5,16,16,0,406,2,0,4,0,72,539,496,6,148,2,1,148,5,0.494230324,0,0.483356481,0.010873843,1,2,1
dingmyu/weibo_analysis,1028,3,13,2,0,5,1973,1109,2,5142,2,1,32,3,0,3,2,67,132,44,0,0,0,1,30,8,0,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973,1,0,2,0,67,852,96,0,148,0,1,148,2,0,0,0,0,0,0,1
LaurentMazare/deep-models,46,1,25,2,10,42,2006,1218,5,1919,419,1,46,41,10,7,2,76,547,113,0,0,0,1,60,5,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,20686920,47,0,1,1,63,2006,1,0,3,0,79,100,269,0,142,0,1,142,3,0,0,0,0,0,0,1
nfarina/homebridge-sonos,43,1,88,2,18,61,2335,647,5,2598,1097,8,39,4,15,2,1,37,871,349,4,0,0,1,44,81,0,2,40,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2335,1,0,1,0,54,5430,46,0,142,0,1,142,2,0,0,0,0,0,0,0
dgraph-io/dgraph4j,69,3,78,2,54,256,2101,98,18,17616,13856,30,71,7,41,2,2,62,718,1053,2,0,0,1,39,174,57,5,2,364,4420,2,1,1,3,0,41,7,0,48,2,1,82,15,0,0,0,61,7,13,13,0,2101,28,0,2,1,63,24614,858,0,147,1,1,147,2,0.000353009,0,0,0.000353009,2,2,1
mbasaglia/Qt-Color-Widgets,5,1,16,1,0,1,733,733,1,5,0,1,10,4,2,2,1,49,0,201,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3283,1,0,0,0,55,0,2,3,143,0,1,100,3,0,0,0,0,0,0,0
KnowledgeCenterYoutube/LeetCode,61,1,55,1,0,166,650,55,4,10189,19,1,62,166,1,39,3,52,73,543,0,0,0,1,34,6,0,2,4,2,5,0,1,1,1,0,22,12,0,37,3,2,66,38,0,0,0,0,0,0,0,0,650,1,0,0,0,54,269,341,0,148,0,1,148,3,0,0,0,0,0,0,0
OriginalEXE/Switcheroo,62,2,30,4,6,26,3093,2347,10,1618,166,1,64,25,6,7,4,58,262,175,1,0,0,1,28,12,2,1,3,18,102,1,1,1,3,0,91,40,0,32,3,1,273,120,0,0,0,0,0,0,0,0,3093,1,0,3,0,60,3251,358,0,146,0,1,146,7,0,0,0,0,0,0,0
wangshunping/Starup-Game-Python,75,3,30,3,4,17,2370,1542,4,1267,64,3,84,3,6,1,3,71,388,49,2,0,0,1,20,7,0,1,3,15,172,0,1,1,1,0,1,0,0,64,1,1,1,0,0,0,0,0,0,0,0,0,2370,1,0,1,0,72,790,17,0,144,0,1,144,2,0,0,0,0,0,0,0
xcv58/LeetCode,48,3,43,2,5,130,2711,1511,15,6288,595,1,48,130,4,27,5,55,437,166,0,0,0,1,18,6,0,3,2,1,1203,0,1,1,1,0,3,0,0,18,2,1,6,1,0,0,0,0,0,0,0,0,2711,4,0,9,0,57,777,176,0,144,0,1,144,22,0,0,0,0,0,0,0
MIT-DB-Class/course-info-2018,213,1,28,2,1,15,1304,1248,3,3195,19,3,265,4,1,2,2,58,151,11,0,0,0,1,26,3,0,1,1,2,455,0,1,1,1,0,1,1,0,47,1,1,1,1,0,0,0,0,0,0,0,0,1304,1,0,0,0,58,12495,372,0,143,0,1,143,3,0,0,0,0,0,0,1
2liang/AutoBuildDocFromDB,0,0,0,0,0,0,0,0,0,0,0,2,24,7,10,2,2,55,0,64,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2219,1,0,1,0,57,0,9,2,147,0,1,147,7,0,0,0,0,0,0,1
FudanNLP/adversarial-multi-criteria-learning-for-CWS,327,3,21,2,1,6,1800,1572,2,1964,3,1,327,6,0,4,3,66,59,60,1,0,0,1,39,7,0,1,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,1,0,1,0,68,3223,18,0,148,0,1,148,5,0,0,0,0,0,0,1
XifengGuo/DCEC,189,3,16,3,0,5,1688,618,4,945,0,0,0,0,0,0,2,60,505,138,1,0,0,1,27,11,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1688,1,0,2,0,62,825,8,0,148,0,1,148,2,0,0,0,0,0,0,0
intro-to-ml-with-kubeflow/intro-to-ml-with-kubeflow-examples,112,3,51,4,53,325,1180,541,24,36258,17288,7,81,44,53,8,2,60,78,105,0,0,0,2,31,141,1,22,8,27,2027,0,1,1,1,0,36,2,0,35,3,1,108,6,0,0,0,0,0,0,0,0,1180,4,0,7,0,62,85,755,0,149,0,1,149,3,0,0,0,0,0,0,0
PacktPublishing/Hands-On-Genetic-Algorithms-with-Python,224,4,32,1,55,38,1127,375,5,8529,2081,4,261,8,77,6,2,99,681,308,1,0,0,1,29,6,0,1,2,7,330,0,1,1,1,0,2,0,0,30,2,1,4,0,0,0,0,0,0,0,0,0,1127,1,0,1,0,99,102,179,0,149,0,1,149,3,0,0,0,0,0,0,1
FFmpeg/nv-codec-headers,102,2,77,1,11,71,1580,80,3,7256,758,12,103,5,10,4,2,56,114,200,0,0,0,1,36,7,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,857,57313,17,16,48,48,41144,1487,8,0,2,0,57,207,380,0,152,0,1,152,2,0,0,0,0,0,0,0
MindMac/IntentFuzzer,161,12,37,2,16,11,3242,1766,4,1771,179,1,293,5,0,3,2,57,26,46,0,0,0,1,24,2,0,1,1,1,53,0,1,1,1,0,3,2,0,28,1,1,3,2,0,0,0,0,0,0,0,0,3242,1,0,1,0,69,440,1953,0,142,0,1,142,4,0,0,0,0,0,0,0
erh/mongo-munin,31,3,26,2,6,19,4391,3689,8,597,117,5,34,3,7,1,1,30,165,293,1,0,0,1,32,16,0,2,10,24,134,0,2,1,7,0,53,37,0,39,9,2,479,335,0,0,0,0,0,0,0,0,4391,1,0,2,0,62,340,257,0,148,0,2,148,77,0,0,0,0,0,0,1
RLBot/RLBotPythonExample,4,1,113,1,0,1,384,384,1,4,0,18,36,3,17,2,2,64,0,181,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1447,12,0,3,0,65,0,488,1,144,0,1,144,5,0,0,0,0,0,0,1
bukun/book_python_gis,284,17,17,2,138,54,2425,650,6,15310,7441,1,344,45,170,21,2,55,235,185,1,0,0,1,19,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2425,1,0,2,0,56,2249,209,0,149,0,1,149,2,0,0,0,0,0,0,0
stidges/jquery-searchable,90,3,63,2,2,8,2947,1954,3,717,17,2,102,3,2,2,2,58,732,227,2,0,0,1,45,20,0,2,5,50,112,1,2,1,4,0,59,11,0,43,2,1,119,23,0,0,0,125,10,2,2,0,2947,2,0,1,0,59,6374,37,4,145,0,1,145,11,0,0,0,0,0,0,0
alexbezhan/Instagram-Clone-Kotlin,157,14,50,1,53,50,1446,240,5,7856,2666,3,216,15,104,4,2,50,56,63,0,0,0,2,27,44,17,9,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1446,3,9,1,0,52,603,604,4,145,0,1,145,4,0,0,0,0,0,0,1
adandou/dou-api,146,7,17,3,12,17,500,484,6,2487,205,1,146,17,12,2,21,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1,0,1,0,67,4826,450,1,148,0,2,148,40,0,0,0,0,0,0,1
HiroIshida/robust-tube-mpc,35,2,30,5,27,118,1440,496,33,4132,3145,2,45,53,38,7,2,55,410,571,3,0,0,1,31,15,5,2,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,4,0,2,0,59,3883,750,4,146,0,1,146,2,0,0,0,0,0,0,0
CodetrixStudio/CapacitorGoogleAuth,17,1,165,3,9,17,207,2,7,291,153,16,253,5,19,2,2,77,0,243,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,23,23,23,0,1049,1,0,6,0,86,0,1286,8,144,0,0,0,0,0,0,0,0,0,0,0
python-intelhex/intelhex,5,1,33,1,5,1,299,299,1,5,5,11,21,9,13,2,0,0,0,371,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,67,30293,638,12,5,5,807,2559,2,0,3,0,91,1786,1931,6,143,0,0,0,0,0,0,0,0,0,0,0
tromp/equihash,124,2,36,3,52,143,1995,1333,20,17790,7408,4,143,31,64,5,2,80,651,613,3,0,0,1,33,22,0,3,1,85,0,0,1,1,1,0,3,3,0,3,1,1,3,3,0,0,0,0,0,0,0,0,1995,1,0,5,0,82,7008,227,0,147,0,1,147,6,0,0,0,0,0,0,0
winzou/symfony2-checklist,43,3,39,3,8,98,3314,2038,12,4196,773,16,35,4,10,1,3,68,73,62,1,0,0,1,27,35,0,5,7,47,42,0,1,1,3,0,77,2,0,26,3,1,233,8,0,0,0,0,0,0,0,0,3314,1,0,1,0,68,501,122,0,142,0,1,142,6,0,0,0,0,0,0,0
